web-scraper-order,web-scraper-start-url,title_raw,price_raw,ranking_raw,duration_raw,text_raw
"1713267369-131","https://www.tripadvisor.ch/Attraction_Products-g188045-t11889-zfg11867-o30-Switzerland.html","101. Private Tour an der Schweizer Riviera: Lausanne, Montreux und Chateau Chillon","CHF 411","4.5 von fünf Punkten8","Mehr als 6 Stunden","101. Private Tour an der Schweizer Riviera: Lausanne, Montreux und Chateau Chillon4.5 von fünf Punkten8Historische TourenMehr als 6 StundenKostenlose StornierungErkunden Sie die wunderschönen Schweizer Städte Lausanne und Montreux auf diesem entspannten und malerischen Tagesausflug ab Genf. Sie fahren durch die wunderschöne Schweizer Landschaft, genießen Freizeit in Lausanne und Montreux und machen einen Rundgang durch das berühmte Château de Chillon, ein atemberaubendes Schloss am Genfersee. Diese wirklich unvergessliche Reise zeigt das Beste der Schweizer Riviera.ab  CHF 411 pro Erwachsenem (Preis variiert je nach Gruppengröße)Reservieren"
"1713267369-132","https://www.tripadvisor.ch/Attraction_Products-g188045-t11889-zfg11867-o30-Switzerland.html","102. Goldene Tour zum Berg Pilatus und Bootstour auf dem See mit privatem Reiseleiter ab Luzern","CHF 415","4.5 von fünf Punkten4","6 - 7 Stunden","102. Goldene Tour zum Berg Pilatus und Bootstour auf dem See mit privatem Reiseleiter ab Luzern4.5 von fünf Punkten4IN DER REGEL SCHNELL AUSVERKAUFT*Historische Touren6 - 7 StundenKostenlose StornierungDeutsch + 2 weitereVerbringen Sie einen Tag in der Umgebung von Luzern und auf dem Pilatus mit einem privaten Reiseleiter – nur Sie und Ihr Reiseleiter! Genießen Sie eine einstündige Bootsfahrt von Luzern nach Alpnachstad und wechseln Sie dann in die Zahnradbahn auf den Pilatus – die steilste Zahnradbahn der Welt! Genießen Sie den fantastischen Blick über Luzern, den See und die umliegenden Berggipfel der Alpen. Entspannen Sie sich vor Beginn Ihrer Rückreise auf der Gipfelterrasse. Fahren Sie an der Nordseite des Pilatus hinab nach Kriens und machen Sie eine kurze Busfahrt zurück nach Luzern.ab  CHF 415 pro Erwachsenem (Preis variiert je nach Gruppengröße)Reservieren"
"1713267369-133","https://www.tripadvisor.ch/Attraction_Products-g188045-t11889-zfg11867-o30-Switzerland.html","103. Privater Trip von Genf nach Montreux durch Lausanne","CHF 1’039","4.5 von fünf Punkten4","Mehr als 6 Stunden","103. Privater Trip von Genf nach Montreux durch Lausanne4.5 von fünf Punkten4Historische TourenMehr als 6 StundenKostenlose StornierungDeutsch + 3 weitereWährend dieser Reise besuchen Sie zwei bezaubernde Seiten der Schweiz. Ihr privater Transfer führt von Ihrem Hotel in Genf nach Lausanne. In Lausanne erleben Sie eine kurze Stadtrundfahrt. Danach entdecken Sie das Schloss Chillon. Anschließend können Sie sich auf einem Bootsausflug nach Montreux entspannen. Sie haben etwas Zeit zur freien Verfügung in Montreux, um diese wunderschöne Stadt zu erkunden und das Denkmal für Freddie Mercury zu bewundern. Am Abend bringt Sie Ihr privater Transfer zurück nach Genf.ab  CHF 1’039 pro Gruppe (bis zu 3 Personen)Reservieren"
"1713267369-134","https://www.tripadvisor.ch/Attraction_Products-g188045-t11889-zfg11867-o30-Switzerland.html","104. Private Tour: Tagesausflug zum Mont Blanc und nach Chamonix ab Genf einschließlich Michelin-Sterne-Gourmet-Mittagessen","CHF 360","4.5 von fünf Punkten6","Mehr als 6 Stunden","104. Private Tour: Tagesausflug zum Mont Blanc und nach Chamonix ab Genf einschließlich Michelin-Sterne-Gourmet-Mittagessen4.5 von fünf Punkten6BahnreisenMehr als 6 StundenKostenlose StornierungEnglisch + 2 weitereMachen Sie eine atemberaubende Reise durch die französischen Alpen auf diesem privaten Tagesausflug von Genf zum Mont Blanc, dem höchsten Berg Europas, und nach Chamonix, dem berühmtesten Resort Frankreichs. Sie fahren über die französisch-schweizerische Grenze und fahren mit der Seilbahn auf den Gipfel des Aiguille du Midi, wo Sie ein unglaubliches alpines Panorama genießen: Die Aussicht wird Ihnen den Atem verschlagen. Genießen Sie ein Gourmet-Essen mit Wein in einem Restaurant mit Michelin-Stern in Chamonix am Fuße des majestätischen Mont Blanc. Anschließend unternehmen Sie eine landschaftlich schöne Fahrt mit der berühmten Zahnradbahn Montenvers.ab  CHF 360 pro Erwachsenem (Preis variiert je nach Gruppengröße)Reservieren"
"1713267369-135","https://www.tripadvisor.ch/Attraction_Products-g188045-t11889-zfg11867-o30-Switzerland.html","105. Erleben Sie die Schweizer Landschaft auf einer privaten Tour mit dem Auto ab Zürich","CHF 799","","10 - 11 Stunden","105. Erleben Sie die Schweizer Landschaft auf einer privaten Tour mit dem Auto ab ZürichGanztägige Touren10 - 11 StundenKostenlose StornierungEnglischBegleiten Sie uns auf dieser faszinierenden Reise durch die malerische Schweizer Landschaft, während wir Sie auf einen ganztägigen Ausflug mit dem Auto zu malerischen Dörfern, sanften Hügeln und atemberaubenden Bergketten entführen.

Genießen Sie einen Fotostopp am Aussichtspunkt Chälrütirank mit malerischer Aussicht auf den Sarnersee und die Berge. Setzen Sie Ihre Reise nach Grindelwald fort. Schlendern Sie durch die engen Kopfsteinpflasterstraßen mit traditioneller Schweizer Architektur und gemütlichen Cafés, die eine unglaubliche Aussicht auf die umliegenden Berge und üppigen Täler bieten.

Entdecken Sie die Pracht von Lauterbrunnen, das für seine Wasserfälle und ruhigen Seen bekannt ist. Machen Sie einen köstlichen Abstecher zu einem charmanten, traditionellen Bauernhof, wo Sie köstlichen Käse probieren können, bevor Sie die mystischen St. Beatus-Höhlen erkunden und die atemberaubende Aussicht vom majestätischen Niederhornmassiv genießen.

Erleben Sie den Reiz von Interlaken, schlendern Sie durch den Hohematte-Park, bestaunen Sie die majestätischen Alpen und besuchen Sie die pulsierende Stadt Brienz mit dem kristallklaren türkisfarbenen See, während Sie zurück nach Zürich fahren.ab  CHF 799 pro Gruppe (bis zu 8 Personen)Reservieren"
"1713267369-136","https://www.tripadvisor.ch/Attraction_Products-g188045-t11889-zfg11867-o30-Switzerland.html","106. Private Führung nach Schaffhausen und zu den Rhein-Fällen von Zürich aus","CHF 440","4.0 von fünf Punkten10","6 - 8 Stunden","106. Private Führung nach Schaffhausen und zu den Rhein-Fällen von Zürich aus4.0 von fünf Punkten10IN DER REGEL SCHNELL AUSVERKAUFT*Historische Touren6 - 8 StundenKostenlose StornierungDeutsch + 2 weitereVerbringen Sie einen Tag mit Ihrem privaten Reiseleiter in der Ostschweiz – nur Sie und Ihr Reiseleiter! Besuchen Sie die Altstadt von Schaffhausen und besuchen Sie Europas größten reinen Wasserfall: den Rheinfall. Freuen Sie sich auf eine einstündige Zugfahrt nach Schaffhausen und besuchen Sie die Altstadt. Nach einem kurzen Spaziergang besuchen wir Laufen und besuchen das Schloss, das sich am Rheinfall befindet. Auf einem Spazierweg bleiben wir dicht am Wasserfall und genießen eine Bootsfahrt zu einer Aussichtsplattform inmitten des Wassers. Nach einer entspannenden Zeit zwischen Wasserfall und Schloss reisen wir zurück nach Zürich, wo die Tour endet.ab  CHF 440 pro Erwachsenem (Preis variiert je nach Gruppengröße)Reservieren"
"1713267369-137","https://www.tripadvisor.ch/Attraction_Products-g188045-t11889-zfg11867-o30-Switzerland.html","107. Reise in 4 Länder: Liechtenstein, Österreich, Deutschland, Schweiz","CHF 1’242","4.0 von fünf Punkten5","Mehr als 6 Stunden","107. Reise in 4 Länder: Liechtenstein, Österreich, Deutschland, Schweiz4.0 von fünf Punkten5Historische TourenMehr als 6 StundenKostenlose StornierungDeutsch + 2 weitereEntdecken Sie mit AlpExcursion die besten Angebote für einen erlebnisreichen Tag in der Schweiz. Ihre Erkundungstour beginnt mit der Abholung durch einen Fahrer und Reiseleiter von Ihrer Unterkunft in Zürich und bringt Sie nach Vaduz, Liechtenstein. Erleben Sie die atemberaubende Alpenlandschaft und besuchen Sie berühmte Sehenswürdigkeiten wie das Schloss Vaduz und den Peter-Kaiser-Platz.

Setzen Sie Ihre Reise nach Bregenz in Österreich fort, das auch als „Stadt am See“ bekannt ist und atemberaubende Ausblicke vom Berg Pfänder bietet. Erkunden Sie das Kunsthaus und fahren Sie anschließend nach Lindau in Deutschland mit seiner bezaubernden Architektur und dem Ausblick auf den Bodensee.

Erleben Sie die Pracht des Rheinfalls, Europas größtem Wasserfall in der Schweiz. Für ein Winterabenteuer besuchen Sie Stein am Rhein und genießen Sie festliche Weihnachtsmärkte. AlpExcursion lädt Sie ein, auf einem unvergesslichen Tagesausflug ab Zürich verborgene Schätze in Liechtenstein, Österreich, Deutschland und der Schweiz zu entdecken. Überlassen Sie uns die Logistik und erkunden Sie entspannt neue Horizonte.ab  CHF 1’242 pro Gruppe (bis zu 3 Personen)Reservieren"
"1713267369-138","https://www.tripadvisor.ch/Attraction_Products-g188045-t11889-zfg11867-o30-Switzerland.html","108. Gemeinsamer Tagesausflug nach Chamonix und Mont Blanc","CHF 79","4.0 von fünf Punkten4","Mehr als 6 Stunden","108. Gemeinsamer Tagesausflug nach Chamonix und Mont Blanc4.0 von fünf Punkten4Ganztägige TourenMehr als 6 StundenKostenlose StornierungEnglisch + 2 weitereGenießen Sie die Schönheit der Alpen bei diesem Tagesausflug von Genf nach Chamonix am Fuße des Mont Blanc. Mit dem Hin- und Rücktransport im Mercedes Sprinter genießen Sie eine unversperrte Aussicht und informative Kommentare während der Fahrt. Umgehen Sie die Massen mit der Ankunft am frühen Morgen in dieser berühmten alpinen Stadt, und erkunden Sie dann zu Fuß. Upgraden Sie auf ein Mittagessen in einem Top-Restaurant in Chamonix oder für eine Fahrt mit Europas höchster Seilbahn zum Mer de Glace Gletscher, um die Eishöhlen zu erkunden.ab  CHF 79 pro Erwachsenem (Preis variiert je nach Gruppengröße)Reservieren"
"1713267369-139","https://www.tripadvisor.ch/Attraction_Products-g188045-t11889-zfg11867-o30-Switzerland.html","109. Privatreise von Genf zur Schweizer Riviera, Montreux und Chamonix","CHF 1’212","4.0 von fünf Punkten2","Mehr als 6 Stunden","109. Privatreise von Genf zur Schweizer Riviera, Montreux und Chamonix4.0 von fünf Punkten2Ganztägige TourenMehr als 6 StundenKostenlose StornierungEnglisch + 2 weitereBeginnen Sie die herrliche private Reise von Genf. Lehnen Sie sich zurück und lassen Sie sich beim Überqueren der Grenze nach Frankreich von der beeindruckenden Aussicht belohnen. Genießen Sie die spektakuläre Landschaft bei Ihrer Ankunft in Chamonix-Mont-Blanc.
In Chamonix blicken Sie auf die benachbarten Berge und Gletscher, die sich bis zum Mont Blanc erheben, während Sie die höchste Seilbahn Europas nehmen - Aiguille du Midi. Entdecken Sie einen kristallklaren Blick über den Mont Blanc, der von den französischen, schweizerischen und italienischen Alpen umgeben ist.
Nach dem Abstieg werden Sie erneut vom Fahrer begrüßt, um nach Montreux zu fahren, das fest zwischen dem Genfer See, den Weinbergen von Lavaux und den Alpen liegt. Sie schlendern durch die Straßen von Montreux voller schicker Geschäfte und Wahrzeichen des berühmten Jazzfestivals. Sehen Sie, wie sich das 3-Meter-Denkmal des berühmten britischen Sängers Freddie vor dem See befindet. Das Wahrzeichen von Montreux ist das mittelalterliche Schloss Chillon.
Insgesamt endet Ihre private Reise mit einer Rückkehr zum ersten Treffpunkt in Genf.ab  CHF 1’212 pro Gruppe (bis zu 3 Personen)Reservieren"
"1713267369-140","https://www.tripadvisor.ch/Attraction_Products-g188045-t11889-zfg11867-o30-Switzerland.html","110. Tagestour Rheinfall von Schaffhausen mit Stein am Rhein und Besuch von Konstanz","CHF 229","4.0 von fünf Punkten1","7 - 8 Stunden","110. Tagestour Rheinfall von Schaffhausen mit Stein am Rhein und Besuch von Konstanz 4.0 von fünf Punkten1Ganztägige Touren7 - 8 StundenKostenlose StornierungDeutsch + 1 weitereUnsere Reiseleiter sind 2 x geimpft 

Die Fahrt führt durch charmante Bauerndörfer zum Rheinfall bei Schaffhausen ( Europas größter Wasserfall) - 

Ankunft in Schloss Laufen 

Fahrt mit dem Panoramafahrsthul zur Aussichtsplatform 

Starten Sie Ihren Rheinfall Rundgang auf dem Herrlichen Panoramaweg Aufenthalt und Gelegenheit zu einer Bootstour im Rheinfallbacken ca 15 Minuten

Weiterfahrt führt zum mittelalterlichen Städtchen Stein am Rhein. 

Bei einem Spaziergang durch die gut erhaltene Altstadt können die historischen Fachwerkhäuser, die mit kunstvollen Fresken bemalt sind, besichtigt werden. Weiterfahrt nach Konstanz , die größte Stadt und pulsierendes Zentrum der Vierländerregion Bodensee.mit der Hafenfigur ""Imperia"". 

Geführter Spaziergang durch die Stadt Konstanz mit Ihrem privatem Guide mit 

Anschließend Fahrt mit der Autofähre zurück nach Meersburg oder je nach Lage des Hotels auch Fahrt durch die Schweiz zurück in Ihr gebuchtes Hotel am Bodenseeab  CHF 229 pro Erwachsenem (Preis variiert je nach Gruppengröße)Reservieren"
"1713267369-141","https://www.tripadvisor.ch/Attraction_Products-g188045-t11889-zfg11867-o30-Switzerland.html","111. Lugano Fox Town Fashion Outlet, private Tour ab Mailand","CHF 596","4.0 von fünf Punkten1","5 Stunden","111. Lugano Fox Town Fashion Outlet, private Tour ab Mailand4.0 von fünf Punkten1Modetouren5 StundenKostenlose StornierungRussisch + 3 weitereKommen Sie nach Fox Town, Mendrisio, Schweiz: Sie erhalten eine ganztägige Einkaufsunterstützung durch einen Personal Shopper, der Ihre Sprache spricht. Der private Autotransfer von Lugano und zurück ist inbegriffen. DIESE TOUR IST FÜR MAXIMAL SECHS PERSONEN: BUCHEN SIE NICHT, WENN SIE MEHR PERSONEN SIND. Der Betrag, den Sie zahlen, ist derselbe, unabhängig davon, ob Sie ein einzelner Tourist oder sechs Personen sind.ab  CHF 596 pro Gruppe (bis zu 6 Personen)Reservieren"
"1713267369-142","https://www.tripadvisor.ch/Attraction_Products-g188045-t11889-zfg11867-o30-Switzerland.html","112. Private Thunersee und Blausee Tour ab Interlaken","CHF 800","4.0 von fünf Punkten1","4 - 5 Stunden","112. Private Thunersee und Blausee Tour ab Interlaken4.0 von fünf Punkten1Bustouren4 - 5 StundenDeutsch + 1 weitereBesuchen Sie den Thunersee und den Naturpark Blausee auf einer halb- oder ganztägigen privaten Tour für Ihre Gruppe von bis zu 13 Personen, mit Abholung und Transfer zu zentral gelegenen Hotels in Interlaken. Genießen Sie die Flexibilität einer privaten Tour, während Sie eine atemberaubende alpine Landschaft der Dörfer, Berge, und Hütten erforschen.
 Die ganztägige Tour-Option beinhaltet Zeit für die malerische Fahrt mit der Seilbahn zum Oeschinensee oder einen Trip zu Kanderstegs Sommer-Schlittenfahrt.
- Oder Sie verbringen die zusätzliche Zeit im Naturpark Blausee: z. B. am Kinderspielplatz, oder bei einem Picknick/Barbecue-Mittagessen am offenen Grill
  (Wir können anhalten, um Lebensmittel wie Steaks, Hühnchen, Fisch, Kartoffeln, Mais, Tomaten usw. zu kaufen. Halal-Küche ist möglich!    )ab  CHF 800 pro Gruppe (bis zu 13 Personen)Reservieren"
"1713267369-143","https://www.tripadvisor.ch/Attraction_Products-g188045-t11889-zfg11867-o30-Switzerland.html","113. Private Luzern-Tour ab Zürich","CHF 638","","5 Stunden","113. Private Luzern-Tour ab ZürichIN DER REGEL SCHNELL AUSVERKAUFT*Historische Touren5 StundenKostenlose StornierungDeutsch + 2 weitereZunächst holt Sie ein Privatfahrzeug mit Chauffeur von Ihrem Hotel oder Ort Ihrer Wahl in Zürich ab und nimmt Sie mit auf diese private Tour, um das Beste von Luzern kennenzulernen. Genießen Sie in Luzern eine private 2-stündige Führung durch Luzern mit Ihrem privaten Reiseleiter.

Genießen Sie in Luzern die wunderschöne Kapellbrücke, das Löwendenkmal, die Spreuerbrücke und vieles mehr. Wir kommen unter anderem an der Hofkirche St. Leodegar und der Museggmauer vorbei.

Genießen Sie das Beste der Stadt und haben Sie etwas Freizeit zum Bummeln.

Für diesen Service haben Sie folgende Möglichkeiten:

1. Fahrerführer (dieselbe Person)

2. Fahrer + separater Guide (zwei verschiedene Personen)ab  CHF 638 pro Erwachsenem (Preis variiert je nach Gruppengröße)Reservieren"
"1713267369-144","https://www.tripadvisor.ch/Attraction_Products-g188045-t11889-zfg11867-o30-Switzerland.html","114. Grindelwald First und Bachalpsee-Wandertour ab Interlaken","CHF 563","","6 Stunden","114. Grindelwald First und Bachalpsee-Wandertour ab InterlakenBahnreisen6 StundenKostenlose StornierungEnglisch + 1 weitereTauchen Sie ein in die Natur mit frischer Alpenluft und idyllischer grüner Umgebung auf der geführten Wanderung Grindelwald First und Bachalpsee. In Begleitung eines sachkundigen Reiseführers erfahren Sie Geschichten über die lokale Geschichte der Region, begegnen herrlichen Naturkulissen und erleben authentische Schweizer Kultur aus erster Hand, was dieses Abenteuer zu einem unvergesslichen Erlebnis macht!ab  CHF 563 pro Erwachsenem (Preis variiert je nach Gruppengröße)Reservieren"
"1713267369-145","https://www.tripadvisor.ch/Attraction_Products-g188045-t11889-zfg11867-o30-Switzerland.html","115. Private Tour von Zürich ins Heidiland und Liechtenstein","CHF 372","","8 - 9 Stunden","115. Private Tour von Zürich ins Heidiland und LiechtensteinGanztägige Touren8 - 9 StundenKostenlose StornierungEnglischVERFÜGBAR FÜR GROSSE GRUPPEN – FRAGEN SIE UNS

Dieser Tagesausflug von Zürich nach Maienfeld und Vaduz bietet eine einzigartige Mischung aus literarischem Charme, alpinen Landschaften und der Möglichkeit, zwei unterschiedliche Länder an einem einzigen Tag zu erkunden.

Die Tagesroute verbindet Literaturgeschichte, natürliche Schönheit und kulturelle Erkundung und bietet Reisenden, die einen abwechslungsreichen und unvergesslichen Tagesausflug suchen, ein wirklich einzigartiges und bereicherndes Erlebnis.

Und das alles bequem in einem Privatwagen mit einem englischsprachigen Fahrer vor Ort, der sich in der Gegend auskennt und gerne Informationen mit Ihnen teilt.

1-3 Passagier(e) - komfortable Limousine - bis zu 3 Koffer + Handgepäck

4 Passagiere – Familien-MPV – bis zu 4 Koffer + Handgepäck

5–7 Passagiere – großer VAN – bis zu 7 Koffer + Handgepäck

Wenn Sie ein größeres Fahrzeug bevorzugen und sich während Ihrer Reise zusätzlichen Platz sichern möchten, wählen Sie bitte im Buchungsformular gemäß dieser Beschreibung eine andere Anzahl der Reisenden aus.ab  CHF 372 pro Erwachsenem (Preis variiert je nach Gruppengröße)Reservieren"
"1713267369-146","https://www.tripadvisor.ch/Attraction_Products-g188045-t11889-zfg11867-o30-Switzerland.html","116. Jungfrau, Top of Europe, kleine Gruppe aus Zürich","CHF 249","3.5 von fünf Punkten2","Mehr als 6 Stunden","116. Jungfrau, Top of Europe, kleine Gruppe aus Zürich3.5 von fünf Punkten2Ganztägige TourenMehr als 6 StundenKostenlose StornierungEnglischEine unvergessliche Reise durch die Alpen am Fusse der majestätischen Jungfrau – mit Höhepunkt auf 3454 Metern.

Steigen Sie nach einem kurzen Halt in Interlaken in die Jungfrau-Zahnradbahn von Lauterbrunnen. Oben angekommen befinden Sie sich in der höchstgelegenen Bahnstation Europas (3454m). Genießen Sie die spektakuläre Aussicht vom höchsten Gletscher Europas. Das Sphinx-Observatorium bietet eine der besten Aussichten auf die Gipfel und berühmten Gipfel von Eiger und Mönch. Wandern Sie in das Herz des Gletschers, während Sie durch den Eistunnel gehen, und erleben Sie die „Alpine Sensation“, die die Geschichte der Jungfrau nachzeichnet.

Sobald Sie von den Höhen zurückgekehrt sind, genießen Sie eine freie Zeit in Interaken und steigen dann in den Bus, der Sie durch die wunderschöne Landschaft zurückbringt.ab  CHF 249 pro Erwachsenem (Preis variiert je nach Gruppengröße)Reservieren"
"1713267369-147","https://www.tripadvisor.ch/Attraction_Products-g188045-t11889-zfg11867-o30-Switzerland.html","117. Mt. Pilatus und Kreuzfahrt auf dem Vierwaldstättersee Private Tour ab Zürich","CHF 592","3.5 von fünf Punkten2","6 - 7 Stunden","117. Mt. Pilatus und Kreuzfahrt auf dem Vierwaldstättersee Private Tour ab Zürich3.5 von fünf Punkten2IN DER REGEL SCHNELL AUSVERKAUFT*Seilbahntouren6 - 7 StundenKostenlose StornierungDeutsch + 5 weitereWie ein Denkmal der Schweizer Wildnis überragt der Pilatus die Stadt Luzern und ist ein Muss für Naturliebhaber. Dieses atemberaubende Massiv verfügt über mehrere atemberaubende Gipfel, die inmitten eines Spielplatzes aus hoch aufragenden Felswänden, üppigen, hügeligen Tälern und einem Netzwerk von smaragdgrünen Seen liegen. Der höchste Gipfel der Gruppe, der Pilatus, erreicht berauschende 2.132 Meter über dem Meeresspiegel und wird von Besuchern wegen seiner sensationellen Aussichten über die Region geliebt. Wir bringen Sie ins Herz der Sehenswürdigkeiten, mit Möglichkeiten, den Vierwaldstättersee, den Pilatus-Gipfel zu erkunden und mit den berühmten Drachen-Luftseilbahnen zu fahren.ab  CHF 592 pro Erwachsenem (Preis variiert je nach Gruppengröße)Reservieren"
"1713267369-148","https://www.tripadvisor.ch/Attraction_Products-g188045-t11889-zfg11867-o30-Switzerland.html","118. Private Tour zur Schweizer Hauptstadt, zu Schlössern und Seen mit dem Auto ab Zürich","CHF 799","","10 - 11 Stunden","118. Private Tour zur Schweizer Hauptstadt, zu Schlössern und Seen mit dem Auto ab ZürichGanztägige Touren10 - 11 StundenKostenlose StornierungEnglischBegleiten Sie uns auf diesem ganztägigen Privatausflug mit dem Auto durch die malerische Schweizer Hauptstadt Bern und märchenhafte Schlösser aus dem Mittelalter, eingebettet an den ruhigen Ufern der herrlichen Riviera des Thuner- und Brienzersees.

Entdecken Sie die Wunder der zum UNESCO-Weltkulturerbe gehörenden Altstadt und der Schweizer Hauptstadt Bern, besuchen Sie die wichtigsten Sehenswürdigkeiten der Stadt: den Uhrenturm, den Bundespalast, das Parlamentsgebäude, den Gefängnisturm und die Kathedrale. Erleben Sie die Pracht von Spiez, einer malerischen mittelalterlichen Stadt, die für ihr atemberaubendes Schloss bekannt ist, das auf einem Hügel über der Stadt thront.

Entdecken Sie die bezaubernde Seestadt Thun mit ihrer majestätischen Burg, die über atemberaubende Ausblicke auf das Wasser und die hohen Berge thront. Machen Sie eine Zeitreise in die Vergangenheit und erkunden Sie die Stadt Oberhofen, die mittelalterliche Burg aus dem 13. Jahrhundert und die mystischen St. Beatus-Höhlen.

Erleben Sie den Reiz von Interlaken, schlendern Sie durch den Hohematte-Park, bestaunen Sie die majestätischen Alpen und besuchen Sie die pulsierende Stadt Brienz mit dem kristallklaren türkisfarbenen See, während Sie zurück nach Zürich fahren.ab  CHF 799 pro Gruppe (bis zu 8 Personen)Reservieren"
"1713267369-149","https://www.tripadvisor.ch/Attraction_Products-g188045-t11889-zfg11867-o30-Switzerland.html","119. Tour durch die mittelalterliche Stadt Gruyères, die Käserei und das Maison Cailler ab Interlaken","CHF 282","","Mehr als 6 Stunden","119. Tour durch die mittelalterliche Stadt Gruyères, die Käserei und das Maison Cailler ab InterlakenIN DER REGEL SCHNELL AUSVERKAUFT*Essen und TrinkenMehr als 6 StundenKostenlose StornierungDeutsch + 2 weitereBegeben Sie sich auf eine intime Reise mit unserer Kleingruppentour von Interlaken nach Gruyères. Begrenzt auf sechs Personen, reisen Sie mit dem Van und erkunden Sie den Käseherstellungsprozess bei einem Besuch in der Käserei von Gruyères. Tauchen Sie während einer gemütlichen zweistündigen Mittagspause in den mittelalterlichen Charme des Dorfes Gruyères ein. Tauchen Sie am Nachmittag in die süße Welt der Schokolade in der Schokoladenfabrik Maison Cailler ein. Diese exklusive Tour sorgt für ein persönliches und umfassendes Erlebnis, das kulinarische Köstlichkeiten, kulturelle Erkundungen und die bezaubernde Atmosphäre von Gruyères vereint.ab  CHF 282 pro Erwachsenem (Preis variiert je nach Gruppengröße)Reservieren"
"1713267369-150","https://www.tripadvisor.ch/Attraction_Products-g188045-t11889-zfg11867-o30-Switzerland.html","120. Zürich: Privater Rundgang mit lokalem Führer (Privattour)","CHF 75","","2 - 8 Stunden","120. Zürich: Privater Rundgang mit lokalem Führer (Privattour)Historische Touren2 - 8 StundenKostenlose StornierungDeutsch + 4 weitereLernen Sie die Stadt mit den Augen eines ortskundigen Reiseführers kennen. Da es keine festgelegte Reiseroute gibt, können Sie die Tour individuell gestalten oder sie einem Einheimischen überlassen, um eine aufschlussreiche Einführung in die Stadt zu erhalten. Bei unseren privaten Rundgängen können Sie auf die alltäglichen historischen Führungen verzichten und die Stadt mit den Augen eines echten Einheimischen erleben. Unsere lokalen Reiseführer haben eine Leidenschaft für ihre Stadt und möchten gerne ihr Wissen und ihre Erkenntnisse weitergeben. Das wird ein authentisches und persönliches Erlebnis bieten. Am Ende der Tour werden Sie sich bei der Navigation durch die Stadt wohl fühlen und sicher sein, dass Sie über alle Informationen verfügen, die Sie benötigen, um das Beste aus Ihrem Aufenthalt zu machen.

- Privater Rundgang nur für Sie und Ihre Gruppe

- Ihr Reiseleiter passt Ihre Tour an Ihre Interessen und Ihre Persönlichkeit an

- Erhalten Sie einen tieferen Einblick in das Zürcher Leben, als es allein möglich wäre

- Sehen Sie Zürich mit den Augen eines Einheimischen und entdecken Sie seine verborgenen Schätze

Wählen Sie aus 2-, 3-, 4-, 6- und 8-stündigen Touroptionen.ab  CHF 75 pro Erwachsenem (Preis variiert je nach Gruppengröße)Reservieren"
"1713267369-151","https://www.tripadvisor.ch/Attraction_Products-g188045-t11889-zfg11867-o30-Switzerland.html","121. Zürich: Privater Rundgang mit lokalem Führer (Privattour)","CHF 75","","2 - 8 Stunden","121. Zürich: Privater Rundgang mit lokalem Führer (Privattour)Historische Touren2 - 8 StundenKostenlose StornierungDeutsch + 4 weitereLernen Sie die Stadt mit den Augen eines ortskundigen Reiseführers kennen. Da es keine festgelegte Reiseroute gibt, können Sie die Tour individuell gestalten oder sie einem Einheimischen überlassen, um eine aufschlussreiche Einführung in die Stadt zu erhalten. Bei unseren privaten Rundgängen können Sie auf die alltäglichen historischen Führungen verzichten und die Stadt mit den Augen eines echten Einheimischen erleben. Unsere lokalen Reiseführer haben eine Leidenschaft für ihre Stadt und möchten gerne ihr Wissen und ihre Erkenntnisse weitergeben. Das wird ein authentisches und persönliches Erlebnis bieten. Am Ende der Tour werden Sie sich bei der Navigation durch die Stadt wohl fühlen und sicher sein, dass Sie über alle Informationen verfügen, die Sie benötigen, um das Beste aus Ihrem Aufenthalt zu machen.

- Privater Rundgang nur für Sie und Ihre Gruppe

- Ihr Reiseleiter passt Ihre Tour an Ihre Interessen und Ihre Persönlichkeit an

- Erhalten Sie einen tieferen Einblick in das Zürcher Leben, als es allein möglich wäre

- Sehen Sie Zürich mit den Augen eines Einheimischen und entdecken Sie seine verborgenen Schätze

Wählen Sie aus 2-, 3-, 4-, 6- und 8-stündigen Touroptionen.ab  CHF 75 pro Erwachsenem (Preis variiert je nach Gruppengröße)Reservieren"
