type;id;lat;lon;tags.amenity;tags.fixme;tags.name;tags.operator;tags.brand;tags.fuel:diesel;tags.wheelchair;tags.opening_hours;tags.brand:wikidata;tags.brand:wikipedia;tags.created_by;tags.addr:city;tags.addr:housenumber;tags.addr:postcode;tags.addr:street;tags.branch;tags.compressed_air;tags.website;tags.fuel:octane_95;tags.payment:cards;tags.self_service;tags.fuel:octane_98;tags.fuel:octane_100;tags.alt_name;tags.fuel:biogas;tags.fuel:cng;tags.fuel:HGV_diesel;tags.shop;tags.addr:country;tags.payment:american_express;tags.payment:maestro;tags.payment:mastercard;tags.payment:notes;tags.payment:visa;tags.maxheight;tags.payment:cash;tags.payment:coins;tags.payment:contactless;tags.payment:dkv;tags.payment:postfinance_card;tags.payment:reka;tags.payment:routex;tags.payment:v_pay;tags.payment:visa_electron;tags.fuel:1_25;tags.fuel:1_50;tags.fuel:GTL_diesel;tags.fuel:biodiesel;tags.fuel:e10;tags.fuel:e85;tags.fuel:electricity;tags.fuel:lpg;tags.fuel:octane_91;tags.fuel:GTL_diesel:name;tags.fuel:cng:maxheight;tags.fuel:octane_95:name;tags.fuel:octane_98:name;tags.fuel:others;tags.automated;tags.tenant;tags.opening_hours:covid19;tags.fuel:adblue;tags.level;tags.phone;tags.capacity;tags.cash_withdrawal;tags.cash_withdrawal:fee;tags.cash_withdrawal:purchase_required;tags.cash_withdrawal:type;tags.source;tags.currency:CHF;tags.currency:EUR;tags.payment:avia_card;tags.addr:place;tags.access;tags.contact:phone;tags.name:de;tags.vending;tags.vending_machine;tags.wheelchair:description;tags.car_wash;tags.designation;tags.contact:addr;tags.mapillary;tags.survey:date;tags.fuel:gasoline;tags.ref;tags.contact:email;tags.contact:fax;tags.contact:website;tags.note;tags.seamark:small_craft_facility:category;tags.seamark:type;tags.payment:bebeco;tags.url;tags.payment:credit_cards;tags.old_name;tags.ethanol;tags.ele;tags.payment:twint;tags.toilets:wheelchair;tags.check_date;tags.is_in;tags.tourism;tags.payment:debit_cards;tags.addr:housename;tags.check_date:opening_hours;tags.opening_hours:signed;tags.name:en;tags.internet_access;tags.fax;tags.toilets;tags.addr:state;tags.kiosk;tags.name:fr;tags.payment:others;tags.hgv;tags.payment:uta;tags.workshop;tags.description;tags.delivery:covid19;tags.takeaway:covid19;tags.email;tags.fuel:98E5;tags.fuel:gasoil;tags.fuel:2-cycle_mix;tags.atm;tags.payment:account_cards;tags.car;tags.seamark:information;tags.payment:postcard;tags.fuel:super;tags.waterway;tags.building;tags.source:addr;tags.payment:myone;tags.name:it;tags.repair;tags.sale;tags.payment:moveri_card;tags.fuel:propane;tags.internet_access:fee;tags.fuel:octane_80;tags.payment:diners_club;tags.fuel:octane_92;tags.addr:street:fr;tags.addr:full;tags.layer;tags.fuel:octane_96;tags.fuel:octane_99;tags.payment:post.ch;tags.addr:suburb;tags.self_service:conditional;tags.addr:street:de;tags.entrance;tags.fuel:100LL;tags.fuel:JetA1;tags.payment:avia;tags.payment:diners_club_international;tags.payment:socar_card;tags.payment:tamoil_card;tags.fuel:LH2;tags.fuel:v-power_diesel;tags.fuel:benzin;tags.fee;tags.name:signed;tags.noname;tags.fuel;tags.fuel:air;tags.payment:cryptocurrencies;tags.payment:electronic_purses;tags.fuel:octane_87;tags.payment:post_finance;tags.payment:reka_card;tags.covered;tags.payment:girocard;tags.fuel:diesel_plus;tags.construction;tags.payment:shell;tags.dog;tags.payment:hubrol_card
node;282180757;47.4009426;7.5424953;fuel;;Remo Schmid;AGIP;;;;;;;Potlatch 0.10a;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;282439888;46.9732785;7.485325;fuel;;Tamoil;;;yes;;;;;;;;;;;;;yes;;;no;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;282458392;47.2041777;8.9493651;fuel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;283045787;47.4079233;7.5421063;fuel;;Garage Lantz;;;;;;;;Potlatch 0.10b;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;283181019;47.3860523;8.5319464;fuel;;Migrol Service Sihlquai;Migrol;Migrol;yes;;24/7;Q1747771;de:Migrol;;Zürich;155;8005;Sihlquai;Zürich Sihlquai;yes;https://www.migrol.ch/de/;yes;;;yes;;Migrol Sihlquai;;;;;CH;yes;yes;yes;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;283201896;47.2018784;8.790165;fuel;;BP;;BP;;;;Q152057;en:BP;;Pfäffikon (SZ);136;8808;Churerstrasse;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;283213549;46.9368196;7.432424;fuel;;Eni;;Eni;yes;;;Q565594;;;;;;;;yes;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;284931676;46.2304848;6.0849653;fuel;;Shell;Shell;Shell;;;;Q154950;en:Royal Dutch Shell;;Meyrin;45;;Avenue de Mategnin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;286048215;47.1937469;7.4053771;fuel;;SOCAR Grenchen;SOCAR Energy Switzerland;SOCAR;;;;Q1622293;;;Grenchen;116;2540;Solothurnstrasse;Grenchen;;https://www.socarenergy.ch/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;286056220;47.3292879;8.2023524;fuel;;Feldgarage;AGIP;;yes;yes;;;;;;;;;;;;yes;;;yes;;;;;;car_repair;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;286059665;47.1857372;8.454374;fuel;;;Imholz Autohaus;BP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;286059992;47.7480618;8.4579156;fuel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;286059993;47.7474281;8.4594036;fuel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;286478967;46.7926449;7.5184156;fuel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;286596987;46.690343;7.8731503;fuel;;Ri;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;286770232;46.752103;8.0483903;fuel;;Socar;Socar;Socar;;;Mo-Sa 07:15-21:00, Su,PH 08:00-21:00;Q1622293;en:SOCAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;286782225;47.7235876;8.6397406;fuel;Please check name and brand. Agip becomes Eni. See http://lists.openstreetmap.ch/pipermail/talk-ch/2019-January/009849.html for (german) discussion.;Agip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;286879558;46.8866278;7.3890744;fuel;;Agrola;Landi;Agrola;yes;;;Q397351;de:Agrola;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;286879677;46.9250194;7.416907;fuel;;Ruedi Rüssel;;Ruedi Rüssel;yes;yes;"Mo-Fr 06:00-22:00; PH,Sa,Su 07:00-22:00";Q111725154;;;;;;;;;;yes;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;286904870;46.349377;7.1574198;fuel;Please check name and brand. Agip becomes Eni. See http://lists.openstreetmap.ch/pipermail/talk-ch/2019-January/009849.html for (german) discussion.;Agip;Agip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;287320953;47.1023815;6.8333999;fuel;;BP Shop;;BP;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;287630914;47.1668796;9.4664798;fuel;;Coop;;;;yes;"Mo-Sa 05:30-22:00; Su 07:00-21:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;288557316;47.4898013;7.5896372;fuel;;Avia;Avia;Avia;;;;Q300147;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;288740214;46.7680292;7.3523004;fuel;;Riffenmatt Garage GmbH;P. Wyssmann;;yes;;;;;;Riffenmatt;;3156;Kappelenfeld;;;https://riffenmattgarage.ch;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;289150440;47.4801381;8.1569652;fuel;;;AVIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;290798270;46.9731324;7.438128;fuel;;;;AVIA;yes;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;291415329;47.6550521;9.1647784;fuel;;SOCAR Kreuzlingen;SOCAR Energy Switzerland;Socar;yes;yes;;Q1622293;en:SOCAR;;Kreuzlingen;28;8280;Konstanzerstrasse;Kreuzlingen;;https://www.socarenergy.ch/;yes;;;yes;;;;;;;CH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+41 79 622 99 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;291637079;47.2285007;8.3900965;fuel;;;;AVIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;291769933;46.7708037;7.1634208;fuel;;Garage du Tennis Marly SA;;;yes;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;+4126 436 15 60;;;;;;;;;;;;dutennis@bluewin.ch;+4126 436 15 46;http://www.garage-du-tennis.ch/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;292331528;47.5600805;9.1320734;fuel;;Agrola;;Agrola;;;;Q397351;de:Agrola;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;292341684;47.5501032;9.1527304;fuel;;;;Avia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;292356897;47.5636851;9.1084158;fuel;;;Garage Fischbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;292362274;46.7558732;7.1478931;fuel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;292507777;46.7802595;6.6533462;fuel;;Garage Bel-Air;Shell;Shell;;;;Q154950;en:Royal Dutch Shell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;292626676;46.4814865;6.7746074;fuel;;;BP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;292626689;46.4825065;6.7758542;fuel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;292626690;46.4831227;6.7753449;fuel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;292665153;47.0420458;7.2742123;fuel;;;;;;;;;;Potlatch 0.10f;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Esso;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;293011493;47.5601728;8.4925388;fuel;;Shell;Shell;Shell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Shell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;293030011;47.3450854;8.7019951;fuel;;Lenzlinger Söhne AG;;;yes;;24/7;;;;;;;;;;;yes;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;293254091;46.818486;8.3979432;fuel;;Shell;Shell;Shell;yes;;;Q110716465;en:Royal Dutch Shell;;Engelberg;;6390;Engelbergerstrasse;;;;yes;;yes;yes;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fuel;fuel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;293585451;47.4727471;7.7555382;fuel;;Coop Tankstelle;Coop Mineraloel;Coop;;;24/7;;;;;;;;Lausen;yes;;;;;;;Coop Tankstelle Lausen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;293609533;47.5285053;8.466666;fuel;;;;Agrola;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;294055540;47.1102304;8.3211384;fuel;;Migrol Tankstelle Emmen;Migrol;Migrol;yes;;24/7;Q1747771;de:Migrol;;Emmen;;6032;;Emmen Waldibrücke;;https://www.migrol.ch/de/;yes;;yes;yes;;Migrol Emmen;;;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;Garage Mathis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;294055589;47.1216181;8.3416496;fuel;;Avia;Avia;Avia;;;;Q300147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;295747025;47.119605;7.2429595;fuel;;Socar;Socar;;yes;;;;;;;;;;;;;yes;;;yes;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;296253069;47.0893332;6.8075691;fuel;;Coop Pronto;Coop;Coop Pronto;yes;;;;;;La Chaux-de-Fonds;38-40;2300;Rue de la Fiaz;;;;yes;;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;296927806;47.4770908;9.4620009;fuel;;;;bp;;;;;;;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;296941470;47.2140841;8.7004828;fuel;;Avia;Avia Vereinigung;Avia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;296990388;47.4275979;7.7714448;fuel;;Migrol;Migrol;Migrol;yes;;24/7;Q1747771;de:Migrol;;Hölstein;15;4434;Hauptstrasse;Hölstein;;https://www.migrol.ch/de/;yes;;yes;;;Migrol Hölstein;;;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;297027382;46.08591;7.509069;fuel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;297070232;46.7848989;6.6332171;fuel;;Garage Bouby-Rolls;Esso;Esso;;no;;Q867662;en:Esso;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
node;297302039;47.4070106;8.7269393;fuel;;Shell Illnau;;Shell;yes;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
